Código Plan,Carrera,Cohorte,Número de alumno,Bloqueo,Causal Bloqueo,RUN,DV,Nombres,Unnamed: 9,Primer Apellido,Segundo Apellido,Logro,Fecha Logro,Última Carga
GH1,Magia,2003-01,507027,S,ALUMNO CON DEUDA MOROSA,16107931,1,BEATRI,WALERIANNY,BORLANDO,ZEBALLOS,QUINTO AÑO - EGRESO,2008-01,2008-01
HW2,Magia,2010-02,503645,N,Sin Bloqueo,14275655,7,JAMILY,NIBALDO,BAHAMONDES,OSPITAL,INGRESO,2010-02,2010-02
HP1,Magia,1989-01,410758,S,ALUMNO EGRESADO,19446362,7,VINKA,MACKARENA,WARLES,GENERAL,INGRESO,1989-01,1994-02
HW2,Magia,2006-01,421343,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,23942213,K,LISSET,NIKOLA,JULIO,URZÚA,INGRESO,2006-01,2006-02
HP1,Magia,1983-01,478754,S,BLOQUEO POR NO INSCRIPCION,25183836,3,FRANCHESCA,DEMARCO,DEL VILLAR,DEMARCO,INGRESO,1983-01,1987-01
GH1,Magia,2003-01,463031,N,Sin Bloqueo,12418141,3,IBRAHIM,VALESKA,MAGNA,ARCAY,QUINTO AÑO - EGRESO,2009-01,2009-01
HP1,Magia,1985-01,552449,S,BLOQUEO POR NO INSCRIPCION,13444250,K,ALLIN,JESUS,BARROS,CANIHUANTE,INGRESO,1985-01,1998-01
HW2,Magia,2006-01,564320,S,BLOQUEO POR NO INSCRIPCION,14327644,7,VERON,CAMILLA,CARRILO,LETTURA,10 SEMESTRE - EGRESO,2010-02,2010-02
HW2,Magia,2011-01,619819,S,ALUMNO LICENCIADO,12926809,0,ABDIAS,ANTONIA,LONCOMILLA,JORDAN,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2018-01,2018-01
HW2,Magia,2018-01,451978,S,ALUMNO EGRESADO,18981663,8,ROMINNA,RAISA,ANDAUR,TOSSO,10 SEMESTRE - EGRESO,2022-02,2022-02
HW2,Magia,2012-01,619981,N,Sin Bloqueo,9571247,5,MARBEL,FRANCISCO,SARTORIUS,MONRROY,4 SEMESTRE,2015-01,2016-01
HP1,Magia,1992-01,383388,S,BLOQUEO POR NO INSCRIPCION,14713117,K,KRISHNA,EPIFANIA,ZÚÑIGA,APABLAZA,INGRESO,1992-01,2000-01
HW1,Magia,2002-01,546343,S,"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION",19672248,5,NALLABETH,PLUSKAL,HIPP,ROZAS,INGRESO,2002-01,
HW1,Magia,2001-01,565377,S,ALUMNO CON DEUDA MOROSA,11016476,4,ANÍBAL,GRACIE,MELLER,OCARANZA,INGRESO,2001-01,
PH2,Magia,2006-01,639062,S,ALUMNO CON DEUDA MOROSA,4231986,7,ISAIAS,PROSIDIA,ANTILAO,VIVALLO,INGRESO,2006-01,2006-01
PH2,Magia,2014-01,454292,S,ALUMNO CON DEUDA MOROSA,18555248,1,MARYORY,BAYTIARE,ADASME,CARIPÁN,INGRESO,2014-01,2014-01
HW2,Magia,2007-01,605690,S,SUSPENSION DE ESTUDIOS,5887165,4,ANTONIA,BELEN,DONDERS,QUIERO,INGRESO,2007-01,
GH1,Magia,2003-01,508059,S,SUSPENSION DE ESTUDIOS,4266844,8,SIGISFREDO,ANDRÉA,VILLAROEL,ALIAGA,INGRESO,2003-01,
HP1,Magia,1996-01,487670,S,BLOQUEO POR NO INSCRIPCION,14635813,4,FELICIANO,FRANKO,ALMONTE,PASSALACQUA,INGRESO,1996-01,1996-02
HW1,Magia,2003-01,483336,S,BLOQUEO POR NO INSCRIPCION,15638855,1,SANDRITH,FELIP,WISNIA,CEJUDO,INGRESO,2003-01,2003-02
HP1,Magia,1983-01,551310,S,ALUMNO EGRESADO,6620207,K,HENID,NEO,MELO,ILABACA,QUINTO AÑO- EGRESO,1997-01,1997-01
HW1,Magia,2001-01,439359,S,BLOQUEO POR NO INSCRIPCION,23487285,0,ILSE,HODETH,CANALES,NAHMÍAS,INGRESO,2001-01,2002-01
HP1,Magia,1992-01,531410,S,BLOQUEO POR NO INSCRIPCION,19489569,5,RUBÉN,MARIANO,BOBADILLA,VANZETTI,INGRESO,1992-01,1999-01
HW2,Magia,2007-01,610638,N,Sin Bloqueo,9082867,K,ERNI,ROMANINA,ARAGON,JOFRE,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2011-02,2011-02
HW1,Magia,2002-01,499344,S,ALUMNO EGRESADO,17475153,4,ESMILIAN,OSCIEL,PAPAGALLO,ELICES,QUINTO AÑO - EGRESO,2006-02,2006-02
HW1,Magia,2003-01,395350,S,BLOQUEO POR NO INSCRIPCION,8767800,4,IGOR,JEFERSON,BASCUÑÁN,BASUALDO,INGRESO,2003-01,2003-02
GH3,Magia,2007-01,612049,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,8872257,3,KATHRYNNA,CAMILO,HERMAN,DECEBAL-CUZA,INGRESO,2007-01,2010-01
GH1,Magia,2004-01,632012,S,BLOQUEO POR NO INSCRIPCION,20771632,4,RAISA,CRISTIA,MC-NIVEN,FRANETOVIC,SEGUNDO AÑO,2006-02,2007-01
HP1,Magia,1991-01,596594,S,BLOQUEO POR NO INSCRIPCION,10530989,6,ANAMARIA,DALMA,O'KUINGHTON,MACHUCA,QUINTO AÑO- EGRESO,1999-01,1999-01
HW1,Magia,2000-01,520393,S,BLOQUEO POR NO INSCRIPCION,25047576,8,GIANCAR,JANNIFFER,ASPEE,BALBONTÌN,INGRESO,2000-01,2000-02
HW1,Magia,2002-01,389330,S,ALUMNO EGRESADO,17324958,2,AGUSTINA,JESSICCA,PINO,DAUDEN,QUINTO AÑO - EGRESO,2006-02,2006-02
HP1,Magia,1996-01,557627,S,BLOQUEO POR NO INSCRIPCION,25097309,2,RONNIE,SIMONE,BARRÍA,CERRUTTI,INGRESO,1996-01,1996-02
HP1,Magia,2003-01,466647,S,BLOQUEO POR NO INSCRIPCION,19008419,6,JOSECARO,ERWIN,ARREDONDO,MARTIS,INGRESO,2004-01,2004-01
HW1,Magia,2003-01,635348,S,CAMBIO DE PLAN O CARRERA,20802665,6,AISELLE,CONSTANSA,MERINO,BETHENCOURT,INGRESO,2003-01,2003-02
HW2,Magia,2005-01,568077,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,14897569,6,ATILIANO,YOLANDA,CAYUMÁN,VIAL,INGRESO,2005-01,2005-02
HW2,Magia,2016-01,602748,S,ALUMNO EGRESADO,14626087,6,KIMI,MILKA,DEVIANI,URTEAGA,10 SEMESTRE - EGRESO,2023-01,2023-01
HW1,Magia,2000-01,582417,S,BLOQUEO POR NO INSCRIPCION,22530431,K,DANNIELA,DICARLO,ARENA,ANFRUNS,INGRESO,2000-01,2000-02
HW2,Magia,2007-01,556567,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,19152228,0,MARISO,KENIA,QUIJADA,LLANCAS,INGRESO,2007-01,2008-02
HP1,Magia,1996-01,574692,S,ALUMNO EGRESADO,20177004,6,KENYERIT,JAEN,ERLER,LLAÑA,INGRESO,1996-01,2000-02
HP1,Magia,1991-01,375651,S,ALUMNO CON DEUDA MOROSA,22278175,2,RAÚL,ELUNEY,FUSTER,FACCUSE,CUARTO AÑO,2003-01,2004-01
HP1,Magia,1983-01,592856,S,ALUMNO EGRESADO,13857766,1,HELENA,AISELLE,LA REGLA,CISTERNAS,QUINTO AÑO- EGRESO,1989-01,1990-01
HW1,Magia,2004-01,615516,S,ALUMNO CON DEUDA MOROSA,20376585,0,AAROM,JODIE,PALZA,TUDELA,INGRESO,2004-01,2004-02
HP1,Magia,2004-01,410750,S,ALUMNO EGRESADO,14796506,7,SANDRINO,AND.,VIVAR,TIZNADO,SEGUNDO AÑO,2008-01,2008-01
HW1,Magia,2004-01,377518,S,CAMBIO DE PLAN O CARRERA,17145870,7,EDGAR,RAIMUNDO,ECHENIQUE,VALLADARES,CUARTO AÑO,2007-01,2007-01
GH2,Magia,2007-01,516073,S,ALUMNO CON DEUDA MOROSA,12091127,8,NAIARA,SCARLYN,SAENZ,BOGADO,INGRESO,2007-01,2007-01
PH2,Magia,2006-01,369059,S,BLOQUEO POR NO INSCRIPCION,6035387,7,DANYA,NELDYS,TRAUB,BUSTAMANTE,3 SEMESTRE,2008-02,2008-02
HW2,Magia,2007-01,628568,N,Sin Bloqueo,23793226,7,GEORGIN,ISAI,SALUM,SAPAJ,10 SEMESTRE - EGRESO,2011-02,2011-02
HW2,Magia,2005-01,480133,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,8795218,3,WALESKA,LUCYNEIDE,CALVO,CATENA,INGRESO,2005-01,2005-02
HW2,Magia,2006-01,486359,N,Sin Bloqueo,12472755,4,SOFÍA,EUGENI,MONTAGNA,OLATE,10 SEMESTRE - EGRESO,2015-02,2015-02
HP1,Magia,1991-01,404669,S,ALUMNO EGRESADO,6660943,4,MILY,JENSON,CARBONELL,PAILLALEF,INGRESO,1991-01,2000-01
HP1,Magia,1991-01,573583,S,BLOQUEO POR NO INSCRIPCION,24845605,9,STEPAHANIE,DELROCÍO,AEDO,CHACC,INGRESO,1991-01,1996-02
PH2,Magia,2013-01,643261,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,5042928,2,SEBÁSTIAN,KONSTANZA,ECHANIZ,HUENUL,5 SEMESTRE,2016-02,2017-02
HW2,Magia,2012-01,631988,N,Sin Bloqueo,19274220,6,CHRISTOFHER,BELÉN,INDA,FIGUEREDO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2022-02,2022-02
HP1,Magia,1996-01,502691,S,BLOQUEO POR NO INSCRIPCION,12304332,9,MORY,YENNY,AGÜERO,DEVAUD,INGRESO,1996-01,1998-01
HP1,Magia,1991-01,521681,S,BLOQUEO POR NO INSCRIPCION,18927984,2,MERY,CHRISTIAAN,GRAMOLA,AVILÉS,INGRESO,1991-01,1993-01
HP1,Magia,1991-01,446485,S,BLOQUEO POR NO INSCRIPCION,11701972,4,ESTEFANIA,MAIBEET,QUAPPE,BUSTOS,INGRESO,1991-01,1997-02
PH2,Magia,2005-01,581025,S,SUSPENSION DE ESTUDIOS,24752015,0,GIANELLA,LEONA,HUIRCAPÁN,CANTILLANA,1 SEMESTRE,2005-01,2005-01
HP1,Magia,1995-01,384906,S,BLOQUEO POR NO INSCRIPCION,17293770,1,GABY,BETZABE,POVEDA,VALLEJO,INGRESO,1995-01,1996-01
HP1,Magia,1986-01,398638,S,ALUMNO EGRESADO,23094908,K,RENATTA,NAYIBEL,RADIC,LINARES,INGRESO,1986-01,1999-01
HW2,Magia,2007-01,500604,N,Sin Bloqueo,7906197,0,OLDENIS,EMILLE,CASANGA,TAMAYO,10 SEMESTRE - EGRESO,2015-02,2015-02
HP1,Magia,1997-01,531554,S,BLOQUEO POR NO INSCRIPCION,8200056,8,INÉS,PATRICA,LETELIER,ARISTE,INGRESO,1997-01,1999-02
HP1,Magia,1997-01,481564,S,ALUMNO EGRESADO,17539509,1,FABRIZIO,DOMINIQUE,GRIGOROVIC,KLIMPEL,INGRESO,1997-01,2002-01
HP1,Magia,1984-01,508774,S,ALUMNO EGRESADO,17689418,0,CLEMENTE,ANDRINA,ORDENES,PUIG,QUINTO AÑO- EGRESO,1994-01,1994-01
HP1,Magia,1993-01,405766,N,Sin Bloqueo,9333144,8,JISSELE,AMADIEL,MACHO,PONCE,QUINTO AÑO- EGRESO,1991-01,1991-01
HP1,Magia,1999-01,554011,S,ALUMNO EGRESADO,13936604,7,JESABEL,JESSICA,ANTIHUENO,ROCHET,INGRESO,1999-01,2000-02
HP2,Magia,2007-01,589255,S,SUSPENSION DE ESTUDIOS,10683330,2,CAMILLE,ESTIVALYA,PERALTA,LATTUS,2 SEMESTRE,2010-01,
HW1,Magia,2002-01,555326,S,BLOQUEO POR NO INSCRIPCION,16692810,2,CINDY,DENISSE,VEGLIA,NOULIBOS,INGRESO,2002-01,2002-02
HW2,Magia,2007-01,532685,S,CAMBIO DE PLAN O CARRERA,12633879,2,AARON,KATHRYNNA,TELLO,ZURITA,2 SEMESTRE,2008-02,2009-02
HW2,Magia,2006-01,555332,N,Sin Bloqueo,7068961,6,SUE,VICTORIA,TRAUTMANN,TOLOSA,10 SEMESTRE - EGRESO,2010-02,2010-02
HW2,Magia,2008-01,435927,N,Sin Bloqueo,23095590,K,HAINZ,INTI,1,BORLONE,2 SEMESTRE,2009-01,2011-02
HW1,Magia,2000-01,376400,S,BLOQUEO POR NO INSCRIPCION,7319067,1,FABRIZZIO,ODETTE,VIVANCO,BALBOA,INGRESO,2000-01,2000-02
HW2,Magia,2010-02,570630,N,Sin Bloqueo,21493297,1,JAMILY,GRITCHEL,CARRIEL,CALLE,10 SEMESTRE - EGRESO,2015-02,2015-02
HP1,Magia,1988-01,389802,S,ALUMNO EGRESADO,11714562,1,DIORSA,MAUREEN,WATANABE,FURKERT,SEGUNDO AÑO,1990-01,1993-02
HW2,Magia,2006-01,627283,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,10614817,1,JHOSELIN,MALENKA,DUPRE,PEÑALOZA,1 SEMESTRE,2007-01,2008-02
HW2,Magia,2006-01,499235,S,ALUMNO CON DEUDA MOROSA,8923236,9,EMANUEL,AMÉRICO,MEYER,PUEBLA,INGRESO,2006-01,
HP1,Magia,1996-01,563637,S,ALUMNO EGRESADO,25899265,0,KAROLAY,NORMANDINY,ORMAZÁBAL,BLANC,INGRESO,1996-01,1999-01
HW1,Magia,2000-01,580389,S,"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION",9995365,9,GRACE,ANDREE,PARAUD,CAVADA,INGRESO,2000-01,
HW1,Magia,2000-01,533407,S,BLOQUEO POR NO INSCRIPCION,22218956,9,MAIDA,MARIAN,LÉPEZ,VILLAROEL,INGRESO,2000-01,2000-02
HW2,Magia,2005-01,557107,S,SUSPENSION DE ESTUDIOS,23250765,4,BERNARDA,AAROM,PEYRESBLANQUES,FRITZLER,INGRESO,2005-01,
HW2,Magia,2008-01,549838,S,ALUMNO CON DEUDA MOROSA,5833258,2,SIVONNEY,GENAISSE,CORTÉS- MONROY,DOGGENWEILER,2 SEMESTRE,2009-02,2010-01
HP1,Magia,1988-01,430765,S,ALUMNO EGRESADO,23734593,9,AXELL,PIER,DAWSON,ACHIARDI,CUARTO AÑO,1991-01,1993-01
HP1,Magia,1996-01,593634,S,BLOQUEO POR NO INSCRIPCION,6060741,4,MIRIAN,ZENAI,ILDEFONSO,SAFFIE,INGRESO,1996-01,1997-02
HW1,Magia,2008-02,473823,S,ALUMNO EGRESADO,22028694,9,YANTHIL,PIERIS,ORÓSTICA,LUSTIG,QUINTO AÑO - EGRESO,2009-01,2009-01
HW1,Magia,2000-01,479384,S,BLOQUEO POR NO INSCRIPCION,24775377,1,LORENZO,ARIÓN,ARBUNIC,HUBERMAN,INGRESO,2000-01,2000-02
HW2,Magia,2006-01,527227,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,9120619,4,JULIÁN,SASHA,BALIENTE DE LA BARRA,VERGARA,2 SEMESTRE,2007-01,2007-02
HW2,Magia,2006-01,524348,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,10044729,1,ELENA,EMILE,CAROZZI,FLORIDO,2 SEMESTRE,2007-01,2008-02
HW1,Magia,2003-01,545321,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,11292868,9,FELIP,ROMANINA,ORMAZÁBAL,MELLADO,INGRESO,2003-01,2004-01
HP1,Magia,2000-01,436229,S,ALUMNO EGRESADO,16832615,0,YASMÍN,DIANA,CAMINADA,BERRIOS,QUINTO AÑO- EGRESO,2010-01,2002-02
HP1,Magia,1998-01,498370,S,BLOQUEO POR NO INSCRIPCION,7572584,0,DANTE,PLUSKAL,CALDERÓN,RENDOLL,INGRESO,1998-01,1998-02
HP1,Magia,1996-01,635701,S,BLOQUEO POR NO INSCRIPCION,4519082,K,INDULFO,SANTOS,SAINT-JEAN,CATALAN,INGRESO,1996-01,1996-02
HP1,Magia,1985-01,473840,S,BLOQUEO POR NO INSCRIPCION,4247983,9,GLADYS,KATINA,GHIO,LISPERGUER,QUINTO AÑO- EGRESO,1990-01,1990-01
PH2,Magia,2008-01,386147,S,ALUMNO CON DEUDA MOROSA,22841052,1,FREDD,DORA,CANO,NOLI,INGRESO,2008-01,2008-01
HP1,Magia,1996-01,465632,S,BLOQUEO POR NO INSCRIPCION,6703957,7,AMY,ERIC,VICUÑA,HAMATI,INGRESO,1996-01,1996-02
HP1,Magia,1995-01,368913,S,BLOQUEO POR NO INSCRIPCION,20330036,2,ERICSON,SEILYT,SAGUA,CHIANG,INGRESO,1995-01,1998-01
HP1,Magia,1997-01,366452,S,ALUMNO EGRESADO,19414644,K,ORIELLE,SELENE,FUENTES,WEBER,INGRESO,1997-01,2002-01
HW2,Magia,2006-01,593240,S,SUSPENSION DE ESTUDIOS,8539598,6,KATINA,STEPHANY,KOHLE,COÑOEPAN,INGRESO,2006-01,
PH2,Magia,2009-01,472157,S,BLOQUEO FINANCIERO DESERTOR CAE,10248599,8,HAYDELI,ALBERTINA,DENIS,LLANCAPÁN,INGRESO,2009-01,2009-02
GH3,Magia,2009-01,491087,S,ALUMNO CON DEUDA MOROSA,11921199,1,ÁNGELA,NICOLS,CHACANO,DE LA RIVERA,INGRESO,2009-01,2009-01
HW1,Magia,2002-01,450346,S,"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION",15686224,5,GIANINNA,WELLINGTON,LUCERO,MELYS,INGRESO,2002-01,
HP1,Magia,1993-01,487273,S,ALUMNO EGRESADO,6993018,2,MONICA,ALLAN,VASQUEZ,EGAÑA,INGRESO,1993-01,1997-02
HW2,Magia,2006-01,627305,N,Sin Bloqueo,10412613,6,YOHANA,LILIANE,BORGOÑO,ROSERO,LICENCIATURA EN CIENCIAS JURIDICAS Y SOCIALES,2017-01,2017-01
HP1,Magia,1992-01,418369,S,ALUMNO EGRESADO,20622578,9,RODRIGO,VANIA,BENEVENTI,BLAMEY,INGRESO,1992-01,1997-01
HW2,Magia,2012-01,441994,S,ALUMNO CON DEUDA MOROSA,6170416,7,ALE.,BENNETT,MARRERO,BORDOY,INGRESO,2012-01,2013-01
HW2,Magia,2024-01,602442,S,SUSPENSION DE ESTUDIOS,7757903,K,PORFIRIO,INGUIGUOL,BALHARRY,EGAÑA,INGRESO,2024-01,2024-01
HP1,Magia,1986-01,529795,S,ALUMNO EGRESADO,24186078,4,CRISHNA,SILAS,KRAUSS,WISNIA,SEGUNDO AÑO,1990-01,1995-01
HW2,Magia,2005-01,457150,S,ALUMNO CON DEUDA MOROSA,10116290,6,AMOS,PORFIRIO,VIEIRA,BISQUERTT,INGRESO,2005-01,2005-02
HP1,Magia,1995-01,463924,S,BLOQUEO POR NO INSCRIPCION,11882633,1,BENEDICTO,ANYELINA,SIEVERS,TRUJILLO,INGRESO,1995-01,2003-02
HP1,Magia,1991-01,509782,S,BLOQUEO POR NO INSCRIPCION,16513143,6,MAGALY,DALYS,SUKNI,MASCARO,SEGUNDO AÑO,1993-01,1995-01
HP1,Magia,1990-01,610647,S,BLOQUEO POR NO INSCRIPCION,12667629,1,GILDA,ANASTACIA,CAMINADA,FISCHER,INGRESO,1990-01,1995-01
HP1,Magia,1993-01,591205,S,BLOQUEO POR NO INSCRIPCION,18839085,5,FLORENCIO,GRICHKA,HUGEAT,POZAS,INGRESO,1993-01,1999-01
HP1,Magia,1997-01,603465,S,BLOQUEO POR NO INSCRIPCION,25763176,7,RENÁN,EMA,LA FLOR,ÑANCO,INGRESO,1997-01,1997-01
HW2,Magia,2014-01,480463,S,ALUMNO CON DEUDA MOROSA,9517010,6,ANAYS,GABRIEL,CARCAMO,PASTORIZA,INGRESO,2014-01,
HP1,Magia,1996-01,441858,S,ALUMNO EGRESADO,16653831,9,MANLIO,CARINA,DENEGRI,MANGHI,QUINTO AÑO- EGRESO,2000-01,2000-01
HP1,Magia,1993-01,510328,S,BLOQUEO POR NO INSCRIPCION,14902585,0,RENATO,JENNY,GEHL,FROSCHKE,INGRESO,1993-01,1996-01
HP1,Magia,1992-01,505500,S,BLOQUEO POR NO INSCRIPCION,19857128,7,MATTEO,MARICEL,MASFERRER,SERVAT,INGRESO,1992-01,1997-01
HP1,Magia,1987-01,594731,S,ALUMNO EGRESADO,4424814,0,QUILLEN,ADRIANA,MELLA,PRAT,QUINTO AÑO- EGRESO,1994-01,1994-01
HP1,Magia,1998-01,615480,S,ALUMNO EGRESADO,17377522,8,ZORAN,JEANNETTE,DENEY,JILES,INGRESO,1993-01,2001-01
WH2,Hechicería,2019-01,534232,N,Sin Bloqueo,16005442,2,EUSEB,VIOLETHA,ZÚÑIGA,KLEIN,10 SEMESTRE - TITULO TRABAJADOR(A) SOCIAL,2020-02,2020-02
HW1,Magia,2000-01,394403,S,ALUMNO CON DEUDA MOROSA,16756037,3,JACOBO,GRECIA,CARTES,BUSTOS,PRIMER AÑO,2003-01,2005-01
HW2,Magia,2000-01,653938,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - SOBREPASO EL N° DE OPORTUNIDADES PARA SUPERAR ASIGNATURAS,17813467,3,SANTI,YOLANDA,CHÁVEZ,JANS,4 SEMESTRE,2009-01,2010-01
HW1,Magia,2001-01,555422,S,BLOQUEO POR NO INSCRIPCION,10627237,9,AMÉRICO,CYNTHIA,VILLAGRÁN,HERBORN,INGRESO,2001-01,2001-02
HP1,Magia,1992-01,519387,S,ALUMNO EGRESADO,10770959,1,TOMISLAV,URBANO,JONES,PALLARES,INGRESO,1992-01,1997-02
HP1,Magia,1992-01,506400,S,BLOQUEO POR NO INSCRIPCION,19123405,5,SANDY,ANAMARIA,ESCANDÓN,DAPIK,INGRESO,1992-01,1997-02
HW2,Magia,2012-01,432073,N,Sin Bloqueo,11300074,6,ISIDRO,ANTOLIN,BARON,PUIG,INGRESO,2012-01,
HW2,Magia,2023-01,588363,N,Sin Bloqueo,15366552,8,MARY,KAREM,WITTERSHEIM,ROSSEL,INGRESO,2023-01,2023-01
HP1,Magia,1993-01,576241,S,BLOQUEO POR NO INSCRIPCION,11785035,8,LISSETTE,ALGUIRIA,LANGENBACH,MAURAS,INGRESO,1993-01,1996-02
HP1,Magia,1996-01,646683,S,ALUMNO EGRESADO,13098977,3,SUIYI,EVAR,FICHER,ORLANDI,QUINTO AÑO- EGRESO,2000-02,2000-02
HP1,Magia,1992-01,452375,S,BLOQUEO POR NO INSCRIPCION,25846611,4,GIOVANNA,ALIN,PAZOS,MESINA,INGRESO,1992-01,1997-02
HP1,Magia,1991-01,377626,S,BLOQUEO POR NO INSCRIPCION,12427752,7,JASMINA,ELESMA,ALUCEMA,PUEBLA,INGRESO,1991-01,1999-01
HW1,Magia,2002-01,652341,S,ELIMINADO POR INCUMPLIMIENTO DE NORMATIVA - NO SE APROBO EL MINIMO DE ASIGNATURAS O CREDITOS DEFINIDO,15877997,4,ROSER,OLGA,PALAMARA,COYOPAE,SEGUNDO AÑO,2005-01,2006-01
HP1,Magia,1992-01,556504,S,BLOQUEO POR NO INSCRIPCION,13844414,2,JARELLY,KATTHERINE,TERAWAKI,SMITH,INGRESO,1992-01,1998-01
HW2,Magia,2005-01,546045,S,SUSPENSION DE ESTUDIOS,6898915,1,KENDRA,YACIARA,TRAUB,VILLAMAN,INGRESO,2005-01,
HP1,Magia,1989-01,410780,N,Sin Bloqueo,7716169,7,ALDOLFO,ROMINA,ARMETTA,SAINTARD,INGRESO,1989-01,1994-01
HP1,Magia,1994-01,530134,S,BLOQUEO POR NO INSCRIPCION,11232536,6,NAHARA,MILKO,CORBALÁN,ACHAVAR,INGRESO,1994-01,1998-01
HP1,Magia,1989-01,605643,S,BLOQUEO POR NO INSCRIPCION,7415738,7,ANA,GRACIA,FAJARDO,ZANOTTI,INGRESO,1989-01,1998-02
HP1,Magia,1991-01,469605,S,BLOQUEO POR NO INSCRIPCION,11593081,6,GIANCARLO,PROSIDIA,ROHRBECK,CALABRÁN,INGRESO,1991-01,1996-02
HP1,Magia,1991-01,471722,S,BLOQUEO POR NO INSCRIPCION,11299221,5,INDULFO,NERY,FARIÑA,THEZA,INGRESO,1991-01,1994-02
HP1,Magia,1992-01,552490,S,BLOQUEO POR NO INSCRIPCION,13440515,7,GEOVANA,ESTHEFANI,NOCHES,BARCELÓ,INGRESO,1992-01,1998-01
HP1,Magia,1996-01,444671,S,ALUMNO EGRESADO,9137371,5,GEOVANA,GRETCHEN,PAGANI,VELÁSQUEZ,INGRESO,1996-01,1999-02
HP1,Magia,1987-01,534873,N,Sin Bloqueo,14433840,9,LISETTE,MAIBEET,GÓMEZ,DEVIANI,INGRESO,1987-01,1994-02
HP1,Magia,1994-01,570084,S,BLOQUEO POR NO INSCRIPCION,24429174,9,JAKELIN,AGUSTÍN,MONTENEGRO,PREMINGER,INGRESO,1994-01,1998-02
PH2,Magia,2006-01,386054,S,ALUMNO CON DEUDA MOROSA,15125669,1,BERNI,STABRIN,SOLÍS,MARIN,INGRESO,2006-01,2006-02
HP1,Magia,1996-01,531697,S,BLOQUEO POR NO INSCRIPCION,16349104,9,ARANZA,YANTHIL,MARRERO,LUNA,INGRESO,1996-01,1996-01
PH2,Magia,2005-01,406018,S,ALUMNO CON DEUDA MOROSA,6558796,3,STEFANOS,ARIEL,ALIAGA,CACERES,1 SEMESTRE,2005-01,2005-01
HP1,Magia,1996-01,459704,S,BLOQUEO POR NO INSCRIPCION,11500546,K,KIMIE,RITA,SALVO,SALAMANCA,INGRESO,1996-01,1999-01
HW2,Magia,2013-01,457362,N,Sin Bloqueo,6974569,5,ANDRESSA,TRACY,BASSI,GALVEZ,INGRESO,2013-01,
HW2,Magia,2007-01,574696,S,SUSPENSION DE ESTUDIOS,5890068,7,TAIS,FRANCIA,GAETE,CHÁVEZ,INGRESO,2007-01,2007-02
HW1,Magia,2004-01,617541,S,ALUMNO EGRESADO,6245336,4,ENMARYS,DELROCÍO,HOLGADO,ARGANDOÑA,QUINTO AÑO - EGRESO,2008-01,2008-01
HW1,Magia,2000-01,643398,S,ALUMNO LICENCIADO,14665398,1,STEVE,KATHYNNA,BALANDA,CALLE,QUINTO AÑO - EGRESO,2007-01,2007-01
HW1,Magia,2000-01,487401,S,"BLOQUEO POR EXPEDIENTE SIN CALIFICACIONES, CONVALIDACIONES NI INSCRIPCION",21582042,K,MIXCY,TITO,MORGADO,SAPIAINS,INGRESO,2000-01,
HW2,Magia,2006-02,562452,S,SUSPENSION DE ESTUDIOS,15185808,5,ZORAN,GIANCARLO,RIVILLO,MALATESTA,INGRESO,2006-02,
HP1,Magia,1993-01,378247,S,BLOQUEO POR NO INSCRIPCION,10193867,4,KIARA,ELCIRA,OLEA,GARDEL,INGRESO,1993-01,1997-02
